artist_id,song_id,danceability,duration_ms,energy,key,loudness,acousticness,instrumentalness,liveness,valence,tempo
3lPQ2Fk5JOwGWAF3ORFCqH,3vmOEg3JBiNxaz0mHxPSPC,0.812,256093.0,0.407,9.0,-8.152,0.0338,3.83e-06,0.0555,0.584,103.968
6TcnmlCSxihzWOQJ8k0rNS,42et6fnHCw1HIPSrdPprMl,0.64,268360.0,0.864,7.0,-6.576,0.00832,0.0,0.123,0.7,102.026
5Pwc4xIPtQLFEnJriah9YJ,1NrJYpdAi7uosDRPmSYrsG,0.591,208107.0,0.718,8.0,-6.025,0.348,0.000118,0.107,0.468,117.995
5MouCg6ta7zAxsfMEbc1uh,2XPc8gL9PwxGURQFcFaDJR,0.777,181827.0,0.663,4.0,-6.117,0.146,1.52e-05,0.174,0.614,118.016
100sLnojEpcadRx4edEBA6,0x4PpF7rUSa9qyImMgsFsg,0.636,176573.0,0.709,6.0,-5.221,0.0826,0.0,0.285,0.435,80.962
100sLnojEpcadRx4edEBA6,6qhbaLaVXLbV6aq80GvITr,0.599,185693.0,0.798,1.0,-3.171,0.0335,0.000107,0.168,0.553,122.923
4cmArJzwAXzlONcNrHkUM4,3ZWfk4Bi9o4fp7iNAjpXV7,0.394,210090.0,0.93,10.0,-5.788,0.000506,0.0,0.318,0.71,174.064
3Edq1eT7m7GX0PvHW7yEDF,0W8WghtOhiW2zy7QJbK1lr,0.74,193667.0,0.584,10.0,-5.983,0.00182,0.0,0.0783,0.811,113.99
1PbBg2aYjWLKRk84zJK15x,3WKg25vrbjJlkhsgl2W4p3,0.646,220627.0,0.431,6.0,-8.517,0.637,6.99e-06,0.113,0.292,90.034
07YZf4WDAMNwqr4jfgOZ8y,2zJZwWF7BTGIIvrAlgzJEx,0.615,221253.0,0.711,11.0,-5.507,0.0444,0.0,0.145,0.711,144.036
4UXqAaa6dQYAk18Lv7PEgX,2XW3MZUoXb4MhIVAN7dVzD,0.62,211827.0,0.968,4.0,-2.65,0.115,0.000137,0.392,0.696,149.969
0Cd6nHYwecCNM1sVEXKlYr,2SHnUyZq0zwmvRIl4WY77G,0.663,290760.0,0.822,9.0,-2.909,0.00413,0.00318,0.234,0.567,128.002
5P5FTygHyx2G57oszR3Wot,0wIhWLNLIOmzQ89B3rtTd3,0.423,214831.0,0.912,10.0,-3.232,0.0525,0.0,0.245,0.338,145.942
4UXqAaa6dQYAk18Lv7PEgX,07cY8RVMoK11sRdLIUINW6,0.468,201373.0,0.994,9.0,1.315,0.0149,1.8e-06,0.134,0.358,174.035
0Cd6nHYwecCNM1sVEXKlYr,2tI2DDT95lnvNhlPWZRMJ3,0.538,205160.0,0.943,5.0,-0.906,0.0262,0.0,0.28,0.229,173.932
5ChF3i92IPZHduM7jN3dpg,17yQvoztJWobwZD6o0O8zi,0.675,337520.0,0.881,0.0,-2.506,0.0093,5.92e-05,0.334,0.221,127.981
5P5FTygHyx2G57oszR3Wot,0VKYHUrAXZnzLpNh9YFckH,0.556,266640.0,0.686,0.0,-5.691,0.00283,0.0,0.0667,0.42,105.99
4sTQVOfp9vEMCemLw50sbu,4qABfS1RaGVXdBhj2BQyhO,0.506,227074.0,0.805,1.0,-4.119,0.00711,0.00193,0.0856,0.383,126.008
28j8lBWDdDSHSSt5oPlsX2,2GQEM9JuHu30sGFvRYeCxz,0.867,223480.0,0.477,9.0,-7.183,0.00843,0.175,0.113,0.614,124.979
6Hizgjo92FnMp8wGaRUNTn,4cKGldbhGJniI8BrB3K6tb,0.637,257067.0,0.759,3.0,-6.389,0.0504,0.0,0.0642,0.741,93.898
4AVFqumd2ogHFlRbKIjp1t,0YzCQcsgj6KqwBHVx1mZrH,0.509,209867.0,0.752,5.0,-4.127,0.0334,0.0,0.262,0.376,125.87
47mIJdHORyRerp4os813jD,5PO56MKO8gMq1PSwWdeAA7,0.51,134941.0,0.886,1.0,-7.398,0.000976,0.916,0.105,0.227,170.055
1vCWHaC5f2uS3yhpwWbIA6,06h3McKzmxS8Bx58USHiMq,0.604,211880.0,0.788,5.0,-6.248,0.171,0.0689,0.132,0.801,128.085
47mIJdHORyRerp4os813jD,32IMcJ5pQ71rOFD0bIdneJ,0.434,154960.0,0.884,7.0,-7.128,0.000728,0.00458,0.105,0.191,180.029
5ifc6CQgjKH3yMzyzTenSz,5cr5x6P4jXpDJE4KgkCdDY,0.742,188403.0,0.592,1.0,-6.276,0.397,0.0,0.282,0.328,125.979
4UXqAaa6dQYAk18Lv7PEgX,3Te8uLyit6X3ncNW8Fp3K2,0.613,189387.0,0.874,2.0,-3.594,0.00139,1.82e-06,0.656,0.543,108.038
1vCWHaC5f2uS3yhpwWbIA6,4RXpgGM7A4Hg7cFBoH5KyF,0.537,255093.0,0.777,7.0,-4.829,0.0279,6.12e-05,0.0838,0.427,124.943
3vAaWhdBR38Q02ohXqaNHT,6ihL9TjfRjadfEePzXXyVF,0.714,213107.0,0.725,4.0,-6.411,0.0156,0.0,0.0726,0.59,99.988
3vAaWhdBR38Q02ohXqaNHT,5lDriBxJd22IhOH9zTcFrV,0.453,193653.0,0.942,10.0,-4.256,0.0004,2.65e-06,0.667,0.457,143.85
3vAaWhdBR38Q02ohXqaNHT,2l57cfmCnOkwNX1tky02n1,0.529,238880.0,0.922,3.0,-3.84,0.000198,0.0,0.26,0.628,109.847
3vAaWhdBR38Q02ohXqaNHT,1FMHNVeJ9s1x1l1WlaRs2I,0.335,244827.0,0.676,0.0,-4.68,0.00275,0.0,0.141,0.341,175.845
3vAaWhdBR38Q02ohXqaNHT,4jVhSbMMHctghoOTFuLPB2,0.54,233267.0,0.691,7.0,-5.888,7.78e-05,0.331,0.0413,0.367,127.946
3vAaWhdBR38Q02ohXqaNHT,1aWYAQICESeHj2Xauv1Zfd,0.435,208600.0,0.893,7.0,-5.238,0.000667,2.52e-05,0.382,0.433,164.29
3qm84nBOXUEQ2vnTfUTTFC,5Q41NLTmGbVPozwHKK7bk2,0.274,406307.0,0.949,11.0,-8.642,0.0214,0.00778,0.218,0.497,100.346
4MVyzYMgTwdP7Z49wAZHx0,7r45JFRfUkMjj5PHdAmRYk,0.612,283733.0,0.628,7.0,-10.385,0.247,0.000194,0.0907,0.927,97.903
5ujCegv1BRbEPTCwQqFk6t,1fFNSZQFnnPMLzGYZfs0jk,0.81,233667.0,0.928,7.0,-5.319,0.155,1.47e-06,0.0598,0.973,142.405
0L8ExT028jH3ddEcZwqJJ5,48UPSzbZjgc449aqz8bxox,0.592,329733.0,0.767,9.0,-2.788,0.0021,0.00165,0.127,0.328,96.483
0L8ExT028jH3ddEcZwqJJ5,23NPGXlSaIqWzvxIRhM2oG,0.554,265507.0,0.49,4.0,-8.046,0.0168,0.000534,0.136,0.513,84.275
0L8ExT028jH3ddEcZwqJJ5,6fgbQt13JlpN59PytgTMsA,0.427,334667.0,0.9,11.0,-3.674,0.116,1.75e-05,0.119,0.599,104.655
0L8ExT028jH3ddEcZwqJJ5,1G391cbiT3v3Cywg8T7DM1,0.595,215907.0,0.717,0.0,-4.803,0.0779,0.00274,0.108,0.547,88.969
0L8ExT028jH3ddEcZwqJJ5,3ZOEytgrvLwQaqXreDs2Jx,0.618,269000.0,0.938,9.0,-3.442,0.0179,0.0,0.167,0.875,91.455
4iiQabGKtS2RtTKpVkrVTw,4bcMxSXijaZ9cGXynsRD3I,0.549,166787.0,0.913,4.0,-4.22,6.11e-05,1.55e-06,0.179,0.335,113.073
4iiQabGKtS2RtTKpVkrVTw,3c7vquF4xacCmFrxztLUVH,0.624,216560.0,0.878,8.0,-2.934,0.000457,0.0,0.0656,0.878,119.106
7EQ0qTo7fWT7DPxmxtSYEc,3gbBpTdY8lnQwqxNCcf795,0.681,214148.0,0.715,9.0,-6.318,0.078,0.0,0.275,0.593,127.429
2gBjLmx6zQnFGQJCAQpRgw,3ZdJffjzJWFimSQyxgGIxN,0.554,237800.0,0.764,1.0,-6.129,0.0413,0.0,0.123,0.0991,90.0
2MqhkhX4npxDZ62ObR5ELO,58AwxWLaRHn2lTqqH9dLkU,0.46,232707.0,0.637,4.0,-5.671,0.0126,0.0,0.162,0.073,82.984
5K4W6rqBFWDnAN6FQUkS6x,6C7RJEIUDqKkJRZVWdkfkH,0.625,311867.0,0.726,10.0,-7.731,0.00728,0.0,0.318,0.483,103.98
2NdeV5rLm47xAvogXrYhJX,3qEu5RQnsEcSBX8SkiwJEG,0.935,202027.0,0.526,7.0,-10.085,0.0387,0.000547,0.0461,0.854,113.055
1Cs0zKBU1kc0i8ypK3B9ai,5b2bu6yyATC1zMXDGScJ2d,0.596,192560.0,0.73,9.0,-4.091,0.24,0.0,0.325,0.525,85.979
3rIZMv9rysU7JkLzEaC5Jp,11bD1JtSjlIgKgZG2134DZ,0.557,267933.0,0.609,9.0,-4.463,0.193,7.69e-05,0.135,0.172,104.01
31TPClRtHm23RisEBtV3X7,13X42np3KJr0o2LkK1MG76,0.771,276160.0,0.676,4.0,-6.018,0.285,4.49e-06,0.546,0.804,119.997
2jw70GZXlAI8QzWeY2bgRc,3SwlakM6VX47IwG0Wll5ek,0.807,242373.0,0.97,10.0,-6.056,0.0536,6.6e-05,0.149,0.876,114.297
7xTcuBOIAAIGDOSvwYFPzk,0mUyMawtxj1CJ76kn9gIZK,0.599,233640.0,0.785,3.0,-4.013,0.448,0.00336,0.151,0.52,140.046
4phGZZrJZRo4ElhRtViYdl,1EzrEOXmMH3G43AXT1y7pA,0.686,242187.0,0.457,11.0,-8.322,0.595,0.0,0.105,0.718,150.953
0jnsk9HBra6NMjO2oANoPY,0CAfXk7DXMnon4gLudAp7J,0.918,231400.0,0.609,10.0,-5.64,0.0928,0.0,0.139,0.304,128.008
4KWTAlx2RvbpseOGMEmROg,74EV0g12ihUoOUXMprFpZB,0.672,267733.0,0.841,9.0,-5.992,0.0767,0.0,0.135,0.82,125.437
4KWTAlx2RvbpseOGMEmROg,2oSpQ7QtIKTNFfA08Cy0ku,0.383,246933.0,0.893,7.0,-8.638,0.026,0.0,0.0251,0.803,205.544
0TnOYISbd1XYRBk9myaseg,3cHyrEgdyYRjgJKSOiOtcS,0.581,204160.0,0.963,11.0,-4.087,0.0295,0.0,0.139,0.788,129.992
6LqNN22kT3074XbTVUrhzX,6mnjcTmK8TewHfyOp3fC9C,0.711,211920.0,0.7,1.0,-4.805,0.00498,0.000125,0.215,0.801,128.001
6LqNN22kT3074XbTVUrhzX,4srpHYFHKjVGRDNHqRpWxi,0.755,199693.0,0.832,2.0,-2.741,0.0746,1.27e-06,0.291,0.735,120.032
1yxSLGMDHlW21z4YXirZDS,3evTG0FJEHFYmgOeFgPo0s,0.795,284413.0,0.591,11.0,-6.825,0.00536,2.28e-05,0.132,0.511,130.014
5tKXB9uuebKE34yowVaU3C,5vlEg2fT4cFWAqU5QptIpQ,0.706,182307.0,0.751,9.0,-6.323,0.173,0.0,0.168,0.195,91.031
07QEuhtrNmmZ0zEcqE9SF6,3DamFFqW32WihKkTVlwTYQ,0.591,228347.0,0.649,3.0,-6.72,0.0294,0.0,0.133,0.489,90.002
07QEuhtrNmmZ0zEcqE9SF6,1kPpge9JDLpcj15qgrPbYX,0.559,205933.0,0.882,3.0,-4.281,0.0314,1.71e-05,0.605,0.634,126.064
2qk9voo8llSGYcZ6xrBzKx,5VGlqQANWDKJFl0MBG3sg2,0.276,230760.0,0.715,0.0,-5.356,0.00552,0.000417,0.201,0.173,137.028
4pADjHPWyrlAF0FA7joK2H,7LP4Es66zdY7CyjepqmvAg,0.663,212107.0,0.693,11.0,-4.505,0.0149,0.0,0.0778,0.71,66.002
6LqNN22kT3074XbTVUrhzX,5jaz6aiRknA63NIYWdbr2O,0.739,204827.0,0.818,8.0,-5.062,0.008,0.00504,0.164,0.713,119.982
2RhRT6DNOVoDTfS0rG31pZ,53vJGKfm25KT22hXvCTU4I,0.82,316860.0,0.705,7.0,-6.769,0.0412,0.0218,0.0523,0.799,127.983
4UXqAaa6dQYAk18Lv7PEgX,53AuxddsgPSlqM619nJhSd,0.57,244960.0,0.962,4.0,-2.989,0.000436,1.73e-06,0.59,0.383,138.013
58lV9VcRSjABbAbfWS6skp,4KaHvV6CcOI9F0WDdToZdv,0.541,224600.0,0.936,0.0,-3.038,0.0302,3.03e-06,0.363,0.488,120.06
5MmVJVhhYKQ86izuGHzJYA,1JAnC4VkVIbO7C6Vislnue,0.712,183533.0,0.596,1.0,-5.31,0.0302,3.32e-06,0.13,0.879,95.994
0jnsk9HBra6NMjO2oANoPY,0CAfXk7DXMnon4gLudAp7J,0.918,231400.0,0.609,10.0,-5.64,0.0928,0.0,0.139,0.304,128.008
5ILrArfIV0tMURcHJN8Q07,6Qm9MaditCcx5V62rVHYqu,0.56,237440.0,0.825,11.0,-3.794,0.314,0.0,0.227,0.339,94.931
26dSoYclwsYLMAKD3tpOr4,717TY4sfgKQm4kFbYQIzgo,0.774,198813.0,0.847,5.0,-3.925,0.0279,0.0183,0.241,0.923,143.011
1Cs0zKBU1kc0i8ypK3B9ai,3djPwpsQAnp8B8gC81e7fk,0.662,210081.0,0.873,0.0,-3.116,0.0292,0.0,0.224,0.592,129.902
6yhD1KjhLxIETFF7vIRf8B,57UeXVfGuRB5vs6b0hRD3y,0.525,194000.0,0.943,7.0,-3.67,0.00309,0.0,0.2,0.684,152.035
0UWZUmn7sybxMCqrw9tGa7,129lYDVKnWtlJc2PZJviuA,0.678,205373.0,0.845,7.0,-3.527,0.0585,0.0,0.0942,0.954,97.002
4UXqAaa6dQYAk18Lv7PEgX,0XJDfLHO7C6b0GpjeB5mpu,0.555,281080.0,0.793,9.0,-6.246,0.0731,7.71e-05,0.0995,0.462,144.941
1LOB7jTeEV14pHai6EXSzF,2E01JGJGMa5gW1PmqAWYXG,0.55,246447.0,0.875,11.0,-0.755,0.0665,0.0,0.658,0.291,113.707
3zxKH0qp3nBCuPZCZT5Vaf,23oxJmDc1V9uLUSmN2LIvx,0.486,198267.0,0.904,6.0,-3.751,3.43e-05,2.83e-05,0.0947,0.786,173.734
545idYhdloaSlLGBY8E9u2,7LoGfKBAaOl0nxhodJ1240,0.885,261000.0,0.82,6.0,-13.054,0.0511,0.00263,0.0458,0.853,116.217
04gDigrS5kc9YWfZHwBETP,4Fqf6sRaSGQppXHwO0gZs3,0.359,191506.0,0.912,4.0,-4.054,0.0592,0.0,0.853,0.365,121.339
04gDigrS5kc9YWfZHwBETP,5uVji14OWpj9HMKLXdhjAv,0.54,224400.0,0.766,4.0,-5.148,0.000248,0.0,0.641,0.176,98.932
3QLIkT4rD2FMusaqmkepbq,6bRbeEgg8v8BQ0HuVuPE7v,0.639,204067.0,0.707,7.0,-5.062,0.0881,0.0,0.176,0.352,87.944
6A43Djmhbe9100UwnI7epV,3OOFEF20WqtsUPcRbPY3L7,0.778,204133.0,0.899,2.0,-6.552,0.0028,0.0345,0.0263,0.881,119.995
7dGJo4pcD2V6oG8kP0tJRR,1mHRciKUBSGQml3mQFGMsf,0.758,310720.0,0.616,0.0,-5.25,0.0619,9.44e-06,0.121,0.134,83.707
5BtHciL0e0zOP7prIHn3pP,0faXHILILebCGnJBPU6KJJ,0.391,200547.0,0.963,10.0,-4.378,5.86e-05,0.0689,0.14,0.364,167.065
677o3tYf3N8f8Ef4XY2tZa,2iZI2oFsOEUNK4gouZaU29,0.489,204067.0,0.824,2.0,-5.085,0.0141,1.94e-06,0.189,0.468,120.19
0OuSnRyi1OkLPkR4AqzJwi,407vJkfEQMGDu1MVCWNnMX,0.533,201627.0,0.903,11.0,-2.984,0.000742,0.0777,0.0641,0.476,130.989
6DPYiyq5kWVQS4RGwxzPC7,70ATm56tH7OrQ1zurYssz0,0.591,283733.0,0.934,3.0,-4.389,0.0996,1.81e-06,0.348,0.452,155.968
50OApTJurDusIo9dGTqSU4,7cQw68C5DPirUJRzy3fOnN,0.76,189399.0,0.886,9.0,-5.356,0.0219,7.43e-06,0.623,0.78,123.002
6tW9jWf8lpuzDzAdVMvNMV,598nCowubD5gn7n1MNKK4K,0.664,248267.0,0.809,1.0,-6.439,0.0415,0.00012,0.0922,0.703,121.952
6Wr3hh341P84m3EI8qdn9O,1wVUjggKup9hP2jd24gLSg,0.428,199213.0,0.995,8.0,-2.936,0.000378,0.000345,0.121,0.496,105.505
0qT79UgT5tY4yudH9VfsdT,1xKeUEKkSlvciqvP0Q0u5A,0.38,206160.0,0.902,1.0,-4.919,0.00329,4.02e-06,0.281,0.244,162.757
2l35CQqtYRh3d8ZIiBep4v,5x9VIW2fS21JMswOt6AORI,0.713,175333.0,0.781,1.0,-4.859,0.0353,0.0,0.155,0.8,102.078
7H55rcKCfwqkyDFH9wpKM6,0HZhYMZOcUzZKSFwPOti6m,0.349,246587.0,0.348,3.0,-6.142,0.726,0.0,0.12,0.0886,74.541
7H55rcKCfwqkyDFH9wpKM6,1QUpqu8865jfasDr8M3IKN,0.421,285120.0,0.407,10.0,-7.445,0.309,0.000961,0.11,0.161,139.028
0EmeFodog0BfCgMzAIvKQp,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,218093.0,0.824,10.0,-5.892,0.284,0.0,0.405,0.756,100.024
20JZFwl6HVl6yg8a4H3ZqK,4bPQs0PHn4xbipzdPfn6du,0.567,187613.0,0.795,9.0,-4.985,0.0938,0.0,0.114,0.635,170.06
1GxkXlMwML1oSg5eLPiAz3,0VIiyb6ebpMipzEGMbjqKG,0.615,244587.0,0.733,8.0,-4.808,0.152,0.0,0.109,0.796,122.58
6H2JQ8igAAa5UBr2u496mb,0P6WrsKYBNPmD48VPWOCWZ,0.65,426640.0,0.524,7.0,-8.207,0.000735,0.0684,0.0498,0.292,134.989
1SImpQO0GbjRgvlwCcCtFo,0wkzGtpf4WsYgWwDTeCjTR,0.545,192000.0,0.932,7.0,-2.189,0.000665,0.0,0.127,0.465,92.956
5ndkK3dpZLKtBklKjxNQwT,38lqyHftH5FWStAHjd664Q,0.66,213253.0,0.9,7.0,-5.02,0.0403,0.0,0.219,0.591,85.51
4RddZ3iHvSpGV4dvATac9X,3iGjPHGVRKPgQ6LvSN2zJI,0.455,208213.0,0.916,11.0,-3.824,0.0916,0.0,0.176,0.437,89.918
3ao3jf5d70Tf4fPh2bnXVl,50Un8I686hgpqk55uvSZUo,0.406,210440.0,0.749,9.0,-4.274,0.0344,0.0,0.213,0.353,176.194
0p4nmQO2msCgU4IF37Wi3j,4SgbUaGlOe4sdOs3YfupWy,0.419,242413.0,0.936,2.0,-2.411,0.00165,0.0,0.372,0.703,170.134
7CajNmpbOovFoOoasH2HaY,05SBRd4fXgn8FX7bf8BCAE,0.695,234507.0,0.869,8.0,-5.066,0.41,0.0,0.237,0.58,124.989
7CajNmpbOovFoOoasH2HaY,1KtD0xaLAikgIt5tPbteZQ,0.725,247933.0,0.874,0.0,-3.715,0.00262,0.000412,0.0958,0.748,127.985
0X2BH1fck6amBIoJhDVmmJ,1vWGa8yC21ZELs9dAhiC2Q,0.52,176613.0,0.792,5.0,-5.22,0.122,3.61e-06,0.505,0.666,149.83
4pADjHPWyrlAF0FA7joK2H,7yws3pF3FFguwT2Psi6c15,0.854,210307.0,0.664,11.0,-4.88,0.0278,0.0,0.118,0.782,125.84
7dWYWUbO68rXJOcyA7SpJk,546QTayX6j4GcZsfTRrVnL,0.688,230493.0,0.835,8.0,-4.162,0.0583,2.87e-06,0.0795,0.88,84.858
4gzpq5DPGxSnKTe4SA8HAU,3ViG53I02hn2DmNybJXZ1h,0.431,242416.0,0.739,9.0,-6.994,0.00152,0.00249,0.0931,0.329,118.025
1Xyo4u8uXC1ZmMpatF05PJ,6FXNfYIY6iEeCKuIeSYWgg,0.705,215613.0,0.758,9.0,-5.482,0.142,0.0,0.109,0.569,107.965
7dGJo4pcD2V6oG8kP0tJRR,0dyWQoMOU9oERL6c9vxtRp,0.569,241587.0,0.928,8.0,-0.9,0.215,0.0,0.2,0.368,78.691
7dGJo4pcD2V6oG8kP0tJRR,0zIckkQ6ZRos7IdoNPakAw,0.733,404427.0,0.753,8.0,-5.025,0.037,2.53e-06,0.47,0.539,80.103
6jJ0s89eD6GaHleKKya26X,6GCW5Muk3u0cM5QTkS4C9a,0.69,227333.0,0.795,1.0,-4.021,0.000812,1.02e-06,0.155,0.876,133.964
0vWCyXMrrvMlCcepuOJaGI,20X9OeC606XNwEtDBOym5u,0.44,226707.0,0.976,10.0,-3.17,0.00177,3.39e-06,0.16,0.412,150.005
0p4nmQO2msCgU4IF37Wi3j,10zycm3kRmxg5etQ8Qhpq4,0.577,219653.0,0.934,2.0,-3.672,0.00405,0.0064,0.123,0.855,149.964
7bXgB6jMjp9ATFy66eO08Z,12Ns5IphkblPmHxpRILG9t,0.602,222307.0,0.691,7.0,-5.197,0.0548,0.0,0.144,0.206,127.967
0jnsk9HBra6NMjO2oANoPY,3NcO4jGK1Opb5ea0mYLpxb,0.706,248133.0,0.89,1.0,-4.444,0.0588,0.00286,0.306,0.684,128.011
2QYEvpsWUOjqaYuxDPTCmV,6Iocm6VMu6bVNYwiDoyQFW,0.353,238693.0,0.822,7.0,-1.866,0.155,0.0,0.332,0.237,167.905
6tW9jWf8lpuzDzAdVMvNMV,598nCowubD5gn7n1MNKK4K,0.664,248267.0,0.809,1.0,-6.439,0.0415,0.00012,0.0922,0.703,121.952
1Ecagb1V0oVlO0pFKnhYWM,2CHvjyIZ8khtm2ipjz0vmq,0.435,232941.0,0.742,2.0,-7.344,0.0155,0.818,0.0939,0.0377,135.965
5ndkK3dpZLKtBklKjxNQwT,5iedbcsUvjpnAlChFvNsgC,0.468,293040.0,0.559,0.0,-6.138,0.00121,0.0,0.0866,0.113,79.962
7FBcuc1gsnv6Y1nwFtNRCb,5wQnmLuC1W7ATsArWACrgW,0.217,311107.0,0.905,2.0,-4.103,0.000289,0.00011,0.222,0.236,96.95
7CajNmpbOovFoOoasH2HaY,24LS4lQShWyixJ0ZrJXfJ5,0.573,212560.0,0.929,8.0,-3.942,0.197,0.000112,0.0567,0.582,127.934
13saZpZnCDWOI9D4IJhp1f,4qyaPBcAscVQfJMxHSmHWD,0.615,253641.0,0.944,7.0,-4.726,0.0418,0.0,0.131,0.673,140.087
2NhdGz9EDv2FeUw6udu2g1,1OXfWI3FQMdsKKC6lkvzSx,0.698,198467.0,0.844,7.0,-4.549,0.0577,1.69e-05,0.105,0.446,126.937
5UmeRtxfJxx9iUnyUP8dFm,06MQ1K8C8M9cxWdEqk2fA1,0.606,199187.0,0.4,11.0,-12.668,0.254,0.726,0.0967,0.484,140.013
6MF9fzBmfXghAz953czmBC,1CdqVF1ywD0ZO1zXtB9yWa,0.663,186267.0,0.892,8.0,-4.759,0.00232,0.0,0.115,0.625,122.025
6Wr3hh341P84m3EI8qdn9O,1wVUjggKup9hP2jd24gLSg,0.428,199213.0,0.995,8.0,-2.936,0.000378,0.000345,0.121,0.496,105.505
4UrGiQXrpB2CmzVGVFtH5E,6V4y4uuMAxe2EYDIWNToaH,0.325,190173.0,0.816,2.0,-3.714,0.165,0.0,0.0729,0.579,207.673
3BmGtnKgCSGYIUhmivXKWX,6li2D8wQPvgwI2QIrGPhAF,0.529,211653.0,0.878,9.0,-3.957,0.00347,0.0,0.101,0.397,144.973
3BmGtnKgCSGYIUhmivXKWX,61Qhe2mHSLhUE04QeK4lkD,0.446,237000.0,0.701,9.0,-4.179,0.0298,8.89e-06,0.0931,0.394,159.958
7dWYWUbO68rXJOcyA7SpJk,27jV5NRauLKolguzqXHcnH,0.751,231867.0,0.807,1.0,-3.698,0.265,0.00331,0.11,0.235,89.996
5beNQx8Rsr5StjfjIhwS4o,0O2t6ZqUyXze505PIxc2mz,0.663,203656.0,0.876,10.0,-4.573,0.00719,1.2e-06,0.0958,0.715,103.976
58lV9VcRSjABbAbfWS6skp,0J6mQxEZnlRt9ymzFntA6z,0.534,249293.0,0.887,0.0,-3.777,0.0768,9.93e-05,0.325,0.72,122.494
6GkJh85o22LfD2vgL9DP6f,5Bxw5hB45rJKvd0wdGQQeR,0.661,202632.0,0.833,5.0,-4.466,0.229,0.0,0.346,0.635,93.989
4O8sJqNaLIO1bYybBEX9K4,4tyVsZ8nmW8VKil1ezZb8y,0.785,193220.0,0.915,3.0,-2.945,0.0538,0.002,0.179,0.923,127.999
6p5JxpTc7USNnBnLzctyd4,5L79aNYCTKiZq7vaOElXYj,0.662,209693.0,0.65,6.0,-5.981,0.129,0.0,0.113,0.481,117.992
63wjoROpeh5f11Qm93UiJ1,58FUwmyGUqkt53YPUcm7cJ,0.593,326187.0,0.883,8.0,-4.781,0.0124,0.0,0.177,0.671,155.171
4Ws2otunReOa6BbwxxpCt6,6jNM6fKx3WnyHbWBI9hs2r,0.635,307987.0,0.983,6.0,-3.807,0.00901,0.00799,0.0683,0.434,145.085
1SZMaiNHfdUuU0qZKZ6y62,0eI19vR5WZ12fuYcEFUVkw,0.516,258453.0,0.905,11.0,-5.613,0.000479,0.0,0.198,0.612,129.999
4uRYpUQZrNrY5t8tAv3XrD,4A7qcJp2Sg867JST1pSPJz,0.491,257360.0,0.944,9.0,-4.271,4.95e-05,0.00427,0.616,0.335,143.958
5M5PjPSiKeXynM6Ohu350r,5tBGVvb39pTM6D9nFBwlRo,0.741,217120.0,0.938,0.0,-4.188,0.182,0.0,0.0558,0.863,130.01
7C64wNX3howEFZjAYRKsfP,4ZqI5J82E3aPLvXzN3nVxD,0.612,221707.0,0.841,1.0,-6.087,0.0894,5.73e-06,0.183,0.568,125.027
4NVjldBwjF0DzudAiLvti0,2Tegi5TDHuQRs39kpVwLoh,0.635,210400.0,0.709,4.0,-5.438,0.00695,3.69e-06,0.143,0.297,120.171
6Bnx90B1qqnFExG9fzj1fh,0zPHXl42z84C74ylm4IhQY,0.489,203870.0,0.905,1.0,-6.819,0.00164,7.68e-05,0.0707,0.785,180.083
1oKEwFVWeM8KoMK8p5pOoe,6yk79gDdiqe76K6qOWwvFV,0.479,348533.0,0.437,2.0,-5.709,0.814,0.0,0.136,0.308,120.34
1dfeR4HaWDbWqFHLkxsg1d,4pbJqGIASGPr0ZpGpnWkDn,0.692,122067.0,0.497,2.0,-7.316,0.676,0.0,0.259,0.475,81.308
6jJ0s89eD6GaHleKKya26X,4DBkrkVzx7jxxIjxI6FYvz,0.686,204285.0,0.633,9.0,-6.073,0.0231,0.0,0.0831,0.8,96.027
738wLrAtLtCtFOLvQBXOXp,4KcVVhAaHxqtX2ANt4b3tc,0.713,176561.0,0.79,7.0,-4.602,0.00339,0.000868,0.485,0.308,98.011
6STDZGmQ3gKtgnPmBIcSRx,1nfSX4WR7wsC8FZJlZKH6W,0.678,199134.0,0.979,0.0,-5.514,0.0122,0.0521,0.0561,0.601,134.981
1uNFoZAHBGtllmzznpCI3s,1OLJJ3LRsRkin7XLvczaV9,0.718,202627.0,0.605,1.0,-4.24,0.0443,0.0,0.0962,0.818,121.236
0vEsuISMWAKNctLlUAhSZC,3OltYYcLZUhvho5QoRbUNr,0.554,188387.0,0.923,7.0,-3.548,0.0511,1.51e-05,0.191,0.808,137.939
3kYFawNQVZ00FQbgs4rVBe,3joBAxXdN3HFkvvbkxJEwl,0.585,180392.0,0.92,8.0,-3.836,0.00624,0.0,0.0424,0.908,152.977
4m4SfDVbF5wxrwEjDKgi4k,6E11E0lT5Zy7yb6iT3y8DN,0.694,214573.0,0.891,9.0,-2.94,0.0562,0.0,0.561,0.563,97.939
1mU61l2mcjEFraXZLpvVMo,6ljchcesxM3sT10oG7uMET,0.602,368187.0,0.867,7.0,-4.323,0.00179,0.0842,0.0584,0.506,128.01
4F84IBURUo98rz4r61KF70,1jNOi6m3Hn8nLEeHCp5Msr,0.753,231800.0,0.457,0.0,-7.709,0.00679,0.484,0.311,0.297,123.913
